Frequency [Hz],Gain,phase [rad]
256244500.00000003,1187.8116254977979,-1.357066795009549
256744000.0,1187.3995474392018,-1.3581492461063074
257243500.0,1186.5492679290744,-1.3591492612396128
257742999.99999997,1185.6989884189468,-1.3601492763729186
258242500.00000003,1184.398192016973,-1.3609993981090007
258742000.0,1183.024579512713,-1.3618252928890207
259241500.0,1181.4035078510315,-1.3625296314631146
259740999.99999997,1179.549172549953,-1.3631193869145597
260240500.00000003,1177.6226029272664,-1.3636603754090202
260740000.0,1175.3400059805708,-1.3639610021362638
261239500.0,1173.0574090338757,-1.3642616288635092
261738999.99999997,1170.4710057054313,-1.3642884165784568
262238500.00000003,1167.8190718857604,-1.364256137709979
262738000.0,1165.0209038378875,-1.3640485767747186
263237500.0,1162.0620624678513,-1.3636484265097757
263736999.99999997,1159.0715006915266,-1.3631967947325268
264236500.00000003,1155.8693680671167,-1.3624017881850974
264736000.0,1152.6672354427074,-1.3616067816376696
265235500.0,1149.3239010516686,-1.3604863581185562
265734999.99999997,1145.9417294165858,-1.3592764293570734
266234500.00000003,1142.5078895914673,-1.3578784574774896
266734000.0,1139.0078047140212,-1.3562393909090793
267233500.0,1135.5024729936522,-1.3545599560682713
267732999.99999997,1131.9454142457773,-1.3524825427158933
268232500.00000003,1128.3883554979022,-1.3504051293635135
268732000.0,1124.8337096350174,-1.347997270217051
269231500.0,1121.2798853347836,-1.3454768976586486
269731000.0,1117.7514202912494,-1.3427794500225807
270230500.0,1114.2610100021363,-1.3398162789595758
270730000.0,1110.777281976774,-1.3368295936743375
271229500.0,1107.4110685525384,-1.3334293861832027
271729000.0,1104.0448551283027,-1.3300291786920684
272228500.0,1100.8101481272433,-1.3263287320587864
272728000.0,1097.6297549530125,-1.3225042828378029
273227500.0,1094.5389841815074,-1.318534264487203
273727000.0,1091.6064326137061,-1.314307258697395
274226500.0,1088.6786744121016,-1.3100745122097923
274726000.0,1086.055063026932,-1.305477509187973
275225500.0,1083.4314516417621,-1.300880506166155
275725000.0,1081.0534143469736,-1.296066039865861
276224500.0,1078.7966493413037,-1.2911441832886097
276724000.0,1076.6751715874432,-1.2861362785922092
277223500.0,1074.8368337166248,-1.2809482855721472
277723000.0,1072.9984958458065,-1.2757602925520835
278222500.0,1071.6096196526623,-1.2703827176251514
278722000.0,1070.231217470445,-1.2650007247843855
279221500.0,1069.160433725089,-1.2595492761463993
279721000.0,1068.269439660912,-1.254057233596796
280220500.0,1067.5201537898884,-1.248560215072494
280720000.0,1067.126320340146,-1.243050715108589
281219500.0,1066.7324868904038,-1.237541215144684
281719000.0,1066.7952751140183,-1.2321060585542347
282218500.0,1066.8877583505055,-1.2266757366607801
282718000.0,1067.2489652565464,-1.2213487018704143
283217500.0,1067.7947282665818,-1.2160926033893484
283717000.0,1068.438713805104,-1.2109010550866224
284216500.0,1069.3825470218678,-1.2059065615879636
284716000.0,1070.3263802386314,-1.2009120680893048
285215500.0,1071.5606440634883,-1.1962197408467214
285715000.0,1072.8269448295548,-1.191560745086123
286214500.0,1074.220757309284,-1.1871185690512074
286714000.0,1075.7169934579294,-1.1828505532652662
